category,Crop,District,CNext,CLast,CTransp,IrriType,IrriSource,ExpYield,Season
Healthy,Maize,Adilabad,Soybean,Wheat,Seed Drilling,Sprinkler,Groundwater,22,Rabi
Healthy,Maize,Adilabad,Wheat,Soybean,Drilling,Sprinkler,Canal,24,Rabi
Healthy,Maize,Adilabad,Soybean,Wheat,Drilling,Drip,Canal,22,Rabi
Healthy,Maize,Adilabad,Soybean,Wheat,Drilling,Drip,Canal,22,Rabi
Healthy,Maize,Adilabad,Soybean,Wheat,Broadcasting,Drip,Rainfed,25,Rabi
Healthy,Maize,Adilabad,Wheat,Soybean,Broadcasting,Drip,Groundwater,21,Rabi
Healthy,Maize,Adilabad,Soybean,Wheat,Broadcasting,Drip,Canal,20,Rabi
Healthy,Maize,Adilabad,Soybean,Wheat,Drilling,Drip,Rainfed,22,Rabi
Healthy,Maize,Adilabad,Soybean,Wheat,Broadcasting,Sprinkler,Groundwater,23,Rabi
Healthy,Maize,Adilabad,Soybean,Wheat,Drilling,Drip,Groundwater,20,Rabi
Healthy,Maize,Adilabad,Wheat,Soybean,Seed Drilling,Drip,Groundwater,23,Rabi
Healthy,Maize,Adilabad,Soybean,Wheat,Broadcasting,Sprinkler,Rainfed,23,Rabi
Pests,Maize,Adilabad,Soybean,Wheat,Seed Drilling,Sprinkler,Groundwater,20,Rabi
Healthy,Maize,Adilabad,Wheat,Soybean,Broadcasting,Sprinkler,Rainfed,20,Rabi
Diseased,Maize,Adilabad,Soybean,Wheat,Seed Drilling,Drip,Groundwater,23,Rabi
Healthy,Maize,Adilabad,Wheat,Soybean,Seed Drilling,Drip,Canal,21,Rabi
Healthy,Maize,Adilabad,Wheat,Soybean,Seed Drilling,Drip,Groundwater,24,Rabi
Healthy,Maize,Adilabad,Soybean,Wheat,Drilling,Drip,Rainfed,25,Rabi
Healthy,Maize,Adilabad,Wheat,Soybean,Seed Drilling,Drip,Canal,24,Rabi
Healthy,Maize,Adilabad,Soybean,Wheat,Seed Drilling,Sprinkler,Groundwater,21,Rabi
Healthy,Maize,Adilabad,Soybean,Wheat,Seed Drilling,Sprinkler,Groundwater,25,Rabi
Healthy,Maize,Adilabad,Wheat,Soybean,Seed Drilling,Drip,Rainfed,20,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Sprinkler,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Groundwater,9,Rabi
Pests,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Groundwater,9,Rabi
Stressed,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Groundwater,9,Rabi
Stressed,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Groundwater,9,Rabi
Diseased,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Canal,11,Rabi
Diseased,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Sprinkler,Groundwater,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Sprinkler,Groundwater,12,Rabi
Diseased,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Groundwater,8,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Sprinkler,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Canal,9,Rabi
Pests,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Canal,9,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Canal,9,Rabi
Pests,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Sprinkler,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Groundwater,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Sprinkler,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Groundwater,9,Rabi
Diseased,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Sprinkler,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Groundwater,8,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Canal,12,Rabi
Stressed,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Canal,9,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Groundwater,9,Rabi
Pests,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Canal,9,Rabi
Pests,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Groundwater,8,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Sprinkler,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Sprinkler,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Canal,9,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Groundwater,11,Rabi
Stressed,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Groundwater,10,Rabi
Stressed,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Canal,12,Rabi
Pests,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Sprinkler,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Sprinkler,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Canal,9,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Canal,11,Rabi
Pests,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Sprinkler,Groundwater,12,Rabi
Pests,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Canal,10,Rabi
Diseased,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Sprinkler,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Groundwater,8,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Groundwater,8,Rabi
Pests,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Groundwater,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Sprinkler,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Groundwater,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Sprinkler,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Sprinkler,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Canal,9,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Groundwater,8,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Groundwater,8,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Canal,12,Rabi
Pests,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Groundwater,9,Rabi
Stressed,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Canal,9,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Sprinkler,Canal,8,Rabi
Diseased,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Sprinkler,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Canal,8,Rabi
Stressed,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Sprinkler,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Sprinkler,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Canal,10,Rabi
Diseased,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Sprinkler,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Sprinkler,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Groundwater,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Canal,9,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Canal,10,Rabi
Stressed,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Groundwater,11,Rabi
Pests,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Sprinkler,Groundwater,12,Rabi
Pests,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Canal,9,Rabi
Diseased,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Groundwater,12,Rabi
Stressed,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Sprinkler,Groundwater,11,Rabi
Pests,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Groundwater,9,Rabi
Diseased,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Sprinkler,Groundwater,11,Rabi
Stressed,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Groundwater,12,Rabi
Pests,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Canal,12,Rabi
Stressed,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Groundwater,8,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Canal,12,Rabi
Stressed,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Canal,9,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Sprinkler,Groundwater,11,Rabi
Stressed,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Canal,8,Rabi
Pests,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Sprinkler,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Canal,9,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Groundwater,12,Rabi
Pests,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Sprinkler,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Canal,9,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Sprinkler,Groundwater,12,Rabi
Pests,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Groundwater,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Groundwater,11,Rabi
Stressed,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Sprinkler,Groundwater,8,Rabi
Diseased,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Canal,9,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Canal,8,Rabi
Diseased,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Sprinkler,Groundwater,11,Rabi
Diseased,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Sprinkler,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Groundwater,9,Rabi
Pests,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Groundwater,9,Rabi
Stressed,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Groundwater,8,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Canal,8,Rabi
Diseased,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Groundwater,12,Rabi
Stressed,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Groundwater,8,Rabi
Stressed,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Groundwater,11,Rabi
Diseased,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Sprinkler,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Canal,10,Rabi
Pests,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Canal,8,Rabi
Stressed,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Groundwater,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Sprinkler,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Sprinkler,Canal,10,Rabi
Diseased,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Canal,12,Rabi
Stressed,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Groundwater,11,Rabi
